game_pk,game_date,partition
824344,2026-06-22,development
824502,2026-06-22,development
824585,2026-06-22,development
822718,2026-06-23,development
822799,2026-06-23,development
822963,2026-06-23,development
823043,2026-06-23,development
823210,2026-06-23,development
823286,2026-06-23,development
823365,2026-06-23,development
823614,2026-06-23,development
823690,2026-06-23,development
823849,2026-06-23,development
824017,2026-06-23,development
824262,2026-06-23,development
824340,2026-06-23,development
824501,2026-06-23,development
824584,2026-06-23,development
822719,2026-06-24,development
822798,2026-06-24,development
822965,2026-06-24,development
823041,2026-06-24,development
823208,2026-06-24,development
823284,2026-06-24,development
823367,2026-06-24,development
823611,2026-06-24,development
823613,2026-06-24,development
823691,2026-06-24,development
823850,2026-06-24,development
824018,2026-06-24,development
824259,2026-06-24,development
824341,2026-06-24,development
824500,2026-06-24,development
824583,2026-06-24,development
822717,2026-06-25,development
822797,2026-06-25,development
822961,2026-06-25,development
823209,2026-06-25,development
823366,2026-06-25,development
823612,2026-06-25,development
824258,2026-06-25,development
824747,2026-06-25,development
822796,2026-06-26,development
822962,2026-06-26,development
823039,2026-06-26,development
823206,2026-06-26,development
823285,2026-06-26,development
823363,2026-06-26,development
823610,2026-06-26,development
823688,2026-06-26,development
823773,2026-06-26,development
824014,2026-06-26,development
824255,2026-06-26,development
824423,2026-06-26,development
824582,2026-06-26,development
824743,2026-06-26,development
824824,2026-06-26,development
822794,2026-06-27,development
822960,2026-06-27,development
823038,2026-06-27,development
823207,2026-06-27,development
823283,2026-06-27,development
823364,2026-06-27,development
823609,2026-06-27,development
823689,2026-06-27,development
823770,2026-06-27,development
824015,2026-06-27,development
824257,2026-06-27,development
824421,2026-06-27,development
824581,2026-06-27,development
824745,2026-06-27,development
824825,2026-06-27,development
822795,2026-06-28,development
822959,2026-06-28,development
823037,2026-06-28,development
823204,2026-06-28,development
823281,2026-06-28,development
823362,2026-06-28,development
823608,2026-06-28,development
823686,2026-06-28,development
823769,2026-06-28,development
824011,2026-06-28,development
824256,2026-06-28,development
824422,2026-06-28,development
824580,2026-06-28,development
824744,2026-06-28,development
824821,2026-06-28,development
822792,2026-06-29,development
823121,2026-06-29,development
823444,2026-06-29,development
823529,2026-06-29,development
823771,2026-06-29,development
824176,2026-06-29,development
824339,2026-06-29,development
824420,2026-06-29,development
824662,2026-06-29,development
824741,2026-06-29,development
824822,2026-06-29,development
824986,2026-06-29,development
825065,2026-06-29,development
822793,2026-06-30,development
823122,2026-06-30,development
823445,2026-06-30,development
823528,2026-06-30,development
823768,2026-06-30,development
824096,2026-06-30,development
824175,2026-06-30,development
824338,2026-06-30,development
824418,2026-06-30,development
824661,2026-06-30,development
824742,2026-06-30,development
824819,2026-06-30,development
824907,2026-06-30,development
824984,2026-06-30,development
825066,2026-06-30,development
822791,2026-07-01,development
823446,2026-07-01,development
823530,2026-07-01,development
823767,2026-07-01,development
824094,2026-07-01,development
824174,2026-07-01,development
824337,2026-07-01,development
824419,2026-07-01,development
824660,2026-07-01,development
824740,2026-07-01,development
824818,2026-07-01,development
824905,2026-07-01,development
824985,2026-07-01,development
825064,2026-07-01,development
822884,2026-07-02,development
823119,2026-07-02,development
823442,2026-07-02,development
823765,2026-07-02,development
823935,2026-07-02,development
824093,2026-07-02,development
824335,2026-07-02,development
824416,2026-07-02,development
824906,2026-07-02,development
822714,2026-07-03,development
823120,2026-07-03,development
823527,2026-07-03,development
823933,2026-07-03,development
824013,2026-07-03,development
824173,2026-07-03,development
824336,2026-07-03,development
824417,2026-07-03,development
824498,2026-07-03,development
824659,2026-07-03,development
824904,2026-07-03,development
824982,2026-07-03,development
825062,2026-07-03,development
822716,2026-07-04,development
822882,2026-07-04,development
823118,2026-07-04,development
823526,2026-07-04,development
823932,2026-07-04,development
824012,2026-07-04,development
824092,2026-07-04,development
824171,2026-07-04,development
824334,2026-07-04,development
824415,2026-07-04,development
824499,2026-07-04,development
824658,2026-07-04,development
824903,2026-07-04,development
824983,2026-07-04,development
825063,2026-07-04,development
822715,2026-07-05,development
822879,2026-07-05,development
823117,2026-07-05,development
823525,2026-07-05,development
823931,2026-07-05,development
824010,2026-07-05,development
824091,2026-07-05,development
824172,2026-07-05,development
824333,2026-07-05,development
824413,2026-07-05,development
824497,2026-07-05,development
824656,2026-07-05,development
824902,2026-07-05,development
824980,2026-07-05,development
825061,2026-07-05,development
822712,2026-07-06,development
822958,2026-07-06,development
823036,2026-07-06,development
823205,2026-07-06,development
823282,2026-07-06,development
823930,2026-07-06,development
824089,2026-07-06,development
824900,2026-07-06,development
822713,2026-07-07,development
822881,2026-07-07,development
822956,2026-07-07,development
823035,2026-07-07,development
823062,2026-07-07,development
823203,2026-07-07,development
823280,2026-07-07,development
823361,2026-07-07,development
823607,2026-07-07,development
823687,2026-07-07,development
823847,2026-07-07,development
823929,2026-07-07,development
824254,2026-07-07,development
824495,2026-07-07,development
824579,2026-07-07,development
824820,2026-07-07,development
822710,2026-07-08,development
822880,2026-07-08,development
822957,2026-07-08,development
823032,2026-07-08,development
823202,2026-07-08,development
823279,2026-07-08,development
823360,2026-07-08,development
823605,2026-07-08,development
823684,2026-07-08,development
823848,2026-07-08,development
823928,2026-07-08,development
824253,2026-07-08,development
824496,2026-07-08,development
824578,2026-07-08,development
824815,2026-07-08,development
822877,2026-07-09,development
822954,2026-07-09,development
823034,2026-07-09,development
823201,2026-07-09,development
823277,2026-07-09,development
823359,2026-07-09,development
823606,2026-07-09,development
823683,2026-07-09,development
823846,2026-07-09,development
824251,2026-07-09,development
824494,2026-07-09,development
824577,2026-07-09,development
824816,2026-07-09,development
822709,2026-07-10,development
822878,2026-07-10,development
822955,2026-07-10,development
823033,2026-07-10,development
823200,2026-07-10,development
823278,2026-07-10,development
823604,2026-07-10,development
823685,2026-07-10,development
823845,2026-07-10,development
823927,2026-07-10,development
824252,2026-07-10,development
824493,2026-07-10,development
824575,2026-07-10,development
824817,2026-07-10,development
822711,2026-07-11,development
822875,2026-07-11,development
822953,2026-07-11,development
823030,2026-07-11,development
823198,2026-07-11,development
823276,2026-07-11,development
823356,2026-07-11,development
823357,2026-07-11,development
823603,2026-07-11,development
823682,2026-07-11,development
823844,2026-07-11,development
823926,2026-07-11,development
824249,2026-07-11,development
824492,2026-07-11,development
824576,2026-07-11,development
824813,2026-07-11,development
822708,2026-07-12,development
822876,2026-07-12,development
822951,2026-07-12,development
823029,2026-07-12,development
823199,2026-07-12,development
823274,2026-07-12,development
823358,2026-07-12,development
823602,2026-07-12,development
823681,2026-07-12,development
823842,2026-07-12,development
823925,2026-07-12,development
824250,2026-07-12,development
824491,2026-07-12,development
824574,2026-07-12,development
824814,2026-07-12,development
823440,2026-07-16,development
822789,2026-07-17,development
823115,2026-07-17,development
823524,2026-07-17,development
823766,2026-07-17,development
824009,2026-07-17,development
824090,2026-07-17,development
824170,2026-07-17,development
824332,2026-07-17,development
824655,2026-07-17,development
824737,2026-07-17,development
824766,2026-07-17,development
824901,2026-07-17,development
824981,2026-07-17,development
825060,2026-07-17,development
822790,2026-07-18,development
823116,2026-07-18,development
823441,2026-07-18,development
823763,2026-07-18,development
824008,2026-07-18,development
824088,2026-07-18,development
824169,2026-07-18,development
824331,2026-07-18,development
824412,2026-07-18,development
824414,2026-07-18,development
824657,2026-07-18,development
824738,2026-07-18,development
824899,2026-07-18,development
824979,2026-07-18,development
825059,2026-07-18,development
822786,2026-07-19,development
823113,2026-07-19,development
823439,2026-07-19,development
823521,2026-07-19,development
823523,2026-07-19,development
823764,2026-07-19,development
824007,2026-07-19,development
824086,2026-07-19,development
824168,2026-07-19,development
824330,2026-07-19,development
824411,2026-07-19,development
824653,2026-07-19,development
824739,2026-07-19,development
824897,2026-07-19,development
824978,2026-07-19,development
825057,2026-07-19,development
822788,2026-07-20,confirmation
822874,2026-07-20,confirmation
823112,2026-07-20,confirmation
823436,2026-07-20,confirmation
823522,2026-07-20,confirmation
823762,2026-07-20,confirmation
824006,2026-07-20,confirmation
824087,2026-07-20,confirmation
824167,2026-07-20,confirmation
824328,2026-07-20,confirmation
824410,2026-07-20,confirmation
824654,2026-07-20,confirmation
824736,2026-07-20,confirmation
824898,2026-07-20,confirmation
825058,2026-07-20,confirmation
822787,2026-07-21,confirmation
822871,2026-07-21,confirmation
823114,2026-07-21,confirmation
823437,2026-07-21,confirmation
823760,2026-07-21,confirmation
824005,2026-07-21,confirmation
824085,2026-07-21,confirmation
824165,2026-07-21,confirmation
824329,2026-07-21,confirmation
824409,2026-07-21,confirmation
824652,2026-07-21,confirmation
824895,2026-07-21,confirmation
825056,2026-07-21,confirmation
822784,2026-07-22,confirmation
822873,2026-07-22,confirmation
823110,2026-07-22,confirmation
823438,2026-07-22,confirmation
823518,2026-07-22,confirmation
823519,2026-07-22,confirmation
823761,2026-07-22,confirmation
824004,2026-07-22,confirmation
824083,2026-07-22,confirmation
824166,2026-07-22,confirmation
824327,2026-07-22,confirmation
824408,2026-07-22,confirmation
824650,2026-07-22,confirmation
824732,2026-07-22,confirmation
824735,2026-07-22,confirmation
824896,2026-07-22,confirmation
825055,2026-07-22,confirmation
822785,2026-07-23,confirmation
823042,2026-07-23,confirmation
824247,2026-07-23,confirmation
824406,2026-07-23,confirmation
824893,2026-07-23,confirmation
822707,2026-07-24,confirmation
822872,2026-07-24,confirmation
822952,2026-07-24,confirmation
823031,2026-07-24,confirmation
823196,2026-07-24,confirmation
823352,2026-07-24,confirmation
823434,2026-07-24,confirmation
823601,2026-07-24,confirmation
823680,2026-07-24,confirmation
823759,2026-07-24,confirmation
823843,2026-07-24,confirmation
824248,2026-07-24,confirmation
824573,2026-07-24,confirmation
824733,2026-07-24,confirmation
824812,2026-07-24,confirmation
822704,2026-07-25,confirmation
822869,2026-07-25,confirmation
822948,2026-07-25,confirmation
823027,2026-07-25,confirmation
823197,2026-07-25,confirmation
823355,2026-07-25,confirmation
823435,2026-07-25,confirmation
823600,2026-07-25,confirmation
823679,2026-07-25,confirmation
823758,2026-07-25,confirmation
823841,2026-07-25,confirmation
824244,2026-07-25,confirmation
824571,2026-07-25,confirmation
824734,2026-07-25,confirmation
824811,2026-07-25,confirmation
822706,2026-07-26,confirmation
822870,2026-07-26,confirmation
822950,2026-07-26,confirmation
823028,2026-07-26,confirmation
823194,2026-07-26,confirmation
823354,2026-07-26,confirmation
823433,2026-07-26,confirmation
823599,2026-07-26,confirmation
823678,2026-07-26,confirmation
823755,2026-07-26,confirmation
823840,2026-07-26,confirmation
824246,2026-07-26,confirmation
824572,2026-07-26,confirmation
824730,2026-07-26,confirmation
824810,2026-07-26,confirmation
822705,2026-07-27,confirmation
822868,2026-07-27,confirmation
823025,2026-07-27,confirmation
823195,2026-07-27,confirmation
823353,2026-07-27,confirmation
823597,2026-07-27,confirmation
823839,2026-07-27,confirmation
824001,2026-07-27,confirmation
824245,2026-07-27,confirmation
824570,2026-07-27,confirmation
824977,2026-07-27,confirmation
822703,2026-07-28,confirmation
822949,2026-07-28,confirmation
823026,2026-07-28,confirmation
823193,2026-07-28,confirmation
823275,2026-07-28,confirmation
823350,2026-07-28,confirmation
823676,2026-07-28,confirmation
823838,2026-07-28,confirmation
823923,2026-07-28,confirmation
824003,2026-07-28,confirmation
824243,2026-07-28,confirmation
824489,2026-07-28,confirmation
824490,2026-07-28,confirmation
824569,2026-07-28,confirmation
824976,2026-07-28,confirmation
822702,2026-07-29,confirmation
822947,2026-07-29,confirmation
823022,2026-07-29,confirmation
823192,2026-07-29,confirmation
823273,2026-07-29,confirmation
823351,2026-07-29,confirmation
823596,2026-07-29,confirmation
823598,2026-07-29,confirmation
823677,2026-07-29,confirmation
823837,2026-07-29,confirmation
823924,2026-07-29,confirmation
824002,2026-07-29,confirmation
824242,2026-07-29,confirmation
824487,2026-07-29,confirmation
824567,2026-07-29,confirmation
824973,2026-07-29,confirmation
822946,2026-07-30,confirmation
823023,2026-07-30,confirmation
823271,2026-07-30,confirmation
823595,2026-07-30,confirmation
823674,2026-07-30,confirmation
823921,2026-07-30,confirmation
824488,2026-07-30,confirmation
824568,2026-07-30,confirmation
824894,2026-07-30,confirmation
824974,2026-07-30,confirmation
822782,2026-07-31,confirmation
822945,2026-07-31,confirmation
823111,2026-07-31,confirmation
823272,2026-07-31,confirmation
823593,2026-07-31,confirmation
823922,2026-07-31,confirmation
823999,2026-07-31,confirmation
824164,2026-07-31,confirmation
824325,2026-07-31,confirmation
824407,2026-07-31,confirmation
824486,2026-07-31,confirmation
824651,2026-07-31,confirmation
824809,2026-07-31,confirmation
824892,2026-07-31,confirmation
824975,2026-07-31,confirmation
822781,2026-08-01,confirmation
822944,2026-08-01,confirmation
823109,2026-08-01,confirmation
823269,2026-08-01,confirmation
823594,2026-08-01,confirmation
823920,2026-08-01,confirmation
824000,2026-08-01,confirmation
824162,2026-08-01,confirmation
824326,2026-08-01,confirmation
824405,2026-08-01,confirmation
824485,2026-08-01,confirmation
824649,2026-08-01,confirmation
824808,2026-08-01,confirmation
824890,2026-08-01,confirmation
824972,2026-08-01,confirmation
822783,2026-08-02,confirmation
822943,2026-08-02,confirmation
823107,2026-08-02,confirmation
823270,2026-08-02,confirmation
823592,2026-08-02,confirmation
823919,2026-08-02,confirmation
823996,2026-08-02,confirmation
824163,2026-08-02,confirmation
824323,2026-08-02,confirmation
824404,2026-08-02,confirmation
824483,2026-08-02,confirmation
824648,2026-08-02,confirmation
824807,2026-08-02,confirmation
824891,2026-08-02,confirmation
824971,2026-08-02,confirmation
822867,2026-08-03,confirmation
823431,2026-08-03,confirmation
823520,2026-08-03,confirmation
823757,2026-08-03,confirmation
824160,2026-08-03,confirmation
824324,2026-08-03,confirmation
824647,2026-08-03,confirmation
825095,2026-08-03,confirmation
822865,2026-08-04,confirmation
823108,2026-08-04,confirmation
823432,2026-08-04,confirmation
823517,2026-08-04,confirmation
823756,2026-08-04,confirmation
824084,2026-08-04,confirmation
824161,2026-08-04,confirmation
824321,2026-08-04,confirmation
824403,2026-08-04,confirmation
824484,2026-08-04,confirmation
824645,2026-08-04,confirmation
824731,2026-08-04,confirmation
824805,2026-08-04,confirmation
824888,2026-08-04,confirmation
825054,2026-08-04,confirmation
822866,2026-08-05,confirmation
823106,2026-08-05,confirmation
823429,2026-08-05,confirmation
823516,2026-08-05,confirmation
823753,2026-08-05,confirmation
824082,2026-08-05,confirmation
824158,2026-08-05,confirmation
824322,2026-08-05,confirmation
824402,2026-08-05,confirmation
824482,2026-08-05,confirmation
824646,2026-08-05,confirmation
824728,2026-08-05,confirmation
824806,2026-08-05,confirmation
824889,2026-08-05,confirmation
825052,2026-08-05,confirmation
823105,2026-08-06,confirmation
823430,2026-08-06,confirmation
823754,2026-08-06,confirmation
824080,2026-08-06,confirmation
824401,2026-08-06,confirmation
824481,2026-08-06,confirmation
824664,2026-08-06,confirmation
824729,2026-08-06,confirmation
824804,2026-08-06,confirmation
824885,2026-08-06,confirmation
825053,2026-08-06,confirmation
822699,2026-08-07,confirmation
822863,2026-08-07,confirmation
823024,2026-08-07,confirmation
823103,2026-08-07,confirmation
823191,2026-08-07,confirmation
823266,2026-08-07,confirmation
823349,2026-08-07,confirmation
823428,2026-08-07,confirmation
823515,2026-08-07,confirmation
823750,2026-08-07,confirmation
823836,2026-08-07,confirmation
824081,2026-08-07,confirmation
824566,2026-08-07,confirmation
824727,2026-08-07,confirmation
825051,2026-08-07,confirmation
822701,2026-08-08,confirmation
822864,2026-08-08,confirmation
823021,2026-08-08,confirmation
823102,2026-08-08,confirmation
823188,2026-08-08,confirmation
823267,2026-08-08,confirmation
823348,2026-08-08,confirmation
823426,2026-08-08,confirmation
823514,2026-08-08,confirmation
823752,2026-08-08,confirmation
823834,2026-08-08,confirmation
824079,2026-08-08,confirmation
824565,2026-08-08,confirmation
824726,2026-08-08,confirmation
825049,2026-08-08,confirmation
822700,2026-08-09,confirmation
822862,2026-08-09,confirmation
823020,2026-08-09,confirmation
823104,2026-08-09,confirmation
823190,2026-08-09,confirmation
823268,2026-08-09,confirmation
823345,2026-08-09,confirmation
823425,2026-08-09,confirmation
823513,2026-08-09,confirmation
823751,2026-08-09,confirmation
823835,2026-08-09,confirmation
824078,2026-08-09,confirmation
824564,2026-08-09,confirmation
824724,2026-08-09,confirmation
825050,2026-08-09,confirmation
822780,2026-08-10,confirmation
823018,2026-08-10,confirmation
823189,2026-08-10,confirmation
823265,2026-08-10,confirmation
823675,2026-08-10,confirmation
823918,2026-08-10,confirmation
823998,2026-08-10,confirmation
824887,2026-08-10,confirmation
824969,2026-08-10,confirmation
825048,2026-08-10,confirmation
822697,2026-08-11,confirmation
822778,2026-08-11,confirmation
823019,2026-08-11,confirmation
823186,2026-08-11,confirmation
823264,2026-08-11,confirmation
823512,2026-08-11,confirmation
823673,2026-08-11,confirmation
823832,2026-08-11,confirmation
823917,2026-08-11,confirmation
823997,2026-08-11,confirmation
824240,2026-08-11,confirmation
824563,2026-08-11,confirmation
824886,2026-08-11,confirmation
824970,2026-08-11,confirmation
825046,2026-08-11,confirmation
822698,2026-08-12,confirmation
822779,2026-08-12,confirmation
823017,2026-08-12,confirmation
823187,2026-08-12,confirmation
823263,2026-08-12,confirmation
823511,2026-08-12,confirmation
823672,2026-08-12,confirmation
823833,2026-08-12,confirmation
823916,2026-08-12,confirmation
823994,2026-08-12,confirmation
824241,2026-08-12,confirmation
824562,2026-08-12,confirmation
824883,2026-08-12,confirmation
824967,2026-08-12,confirmation
825047,2026-08-12,confirmation
822696,2026-08-13,confirmation
822776,2026-08-13,confirmation
823508,2026-08-13,confirmation
823829,2026-08-13,confirmation
823915,2026-08-13,confirmation
823995,2026-08-13,confirmation
824238,2026-08-13,confirmation
824561,2026-08-13,confirmation
822777,2026-08-14,confirmation
822942,2026-08-14,confirmation
823185,2026-08-14,confirmation
823346,2026-08-14,confirmation
823591,2026-08-14,confirmation
823913,2026-08-14,confirmation
823993,2026-08-14,confirmation
824159,2026-08-14,confirmation
824237,2026-08-14,confirmation
824399,2026-08-14,confirmation
824479,2026-08-14,confirmation
824643,2026-08-14,confirmation
824882,2026-08-14,confirmation
824968,2026-08-14,confirmation
822775,2026-08-15,confirmation
822941,2026-08-15,confirmation
823184,2026-08-15,confirmation
823347,2026-08-15,confirmation
823588,2026-08-15,confirmation
823671,2026-08-15,confirmation
823914,2026-08-15,confirmation
823990,2026-08-15,confirmation
824157,2026-08-15,confirmation
824239,2026-08-15,confirmation
824400,2026-08-15,confirmation
824480,2026-08-15,confirmation
824644,2026-08-15,confirmation
824884,2026-08-15,confirmation
824966,2026-08-15,confirmation
822774,2026-08-16,confirmation
822940,2026-08-16,confirmation
823182,2026-08-16,confirmation
823344,2026-08-16,confirmation
823590,2026-08-16,confirmation
823670,2026-08-16,confirmation
823912,2026-08-16,confirmation
823991,2026-08-16,confirmation
824156,2026-08-16,confirmation
824236,2026-08-16,confirmation
824397,2026-08-16,confirmation
824477,2026-08-16,confirmation
824642,2026-08-16,confirmation
824880,2026-08-16,confirmation
824965,2026-08-16,confirmation
822939,2026-08-17,confirmation
823343,2026-08-17,confirmation
823427,2026-08-17,confirmation
823589,2026-08-17,confirmation
823668,2026-08-17,confirmation
824077,2026-08-17,confirmation
824320,2026-08-17,confirmation
824478,2026-08-17,confirmation
824514,2026-08-17,confirmation
824641,2026-08-17,confirmation
824725,2026-08-17,confirmation
822859,2026-08-18,confirmation
822938,2026-08-18,confirmation
823341,2026-08-18,confirmation
823423,2026-08-18,confirmation
823586,2026-08-18,confirmation
823667,2026-08-18,confirmation
823749,2026-08-18,confirmation
824075,2026-08-18,confirmation
824154,2026-08-18,confirmation
824319,2026-08-18,confirmation
824398,2026-08-18,confirmation
824475,2026-08-18,confirmation
824639,2026-08-18,confirmation
824723,2026-08-18,confirmation
824803,2026-08-18,confirmation
822860,2026-08-19,confirmation
822937,2026-08-19,confirmation
823342,2026-08-19,confirmation
823424,2026-08-19,confirmation
823587,2026-08-19,confirmation
823664,2026-08-19,confirmation
823748,2026-08-19,confirmation
824076,2026-08-19,confirmation
824155,2026-08-19,confirmation
824318,2026-08-19,confirmation
824394,2026-08-19,confirmation
824476,2026-08-19,confirmation
824640,2026-08-19,confirmation
824722,2026-08-19,confirmation
824801,2026-08-19,confirmation
822861,2026-08-20,confirmation
822934,2026-08-20,confirmation
823747,2026-08-20,confirmation
824074,2026-08-20,confirmation
824153,2026-08-20,confirmation
824395,2026-08-20,confirmation
824474,2026-08-20,confirmation
824589,2026-08-20,confirmation
824802,2026-08-20,confirmation
822857,2026-08-21,confirmation
823101,2026-08-21,confirmation
823262,2026-08-21,confirmation
823420,2026-08-21,confirmation
823510,2026-08-21,confirmation
823746,2026-08-21,confirmation
823830,2026-08-21,confirmation
823911,2026-08-21,confirmation
824072,2026-08-21,confirmation
824152,2026-08-21,confirmation
824317,2026-08-21,confirmation
824559,2026-08-21,confirmation
824721,2026-08-21,confirmation
824800,2026-08-21,confirmation
825045,2026-08-21,confirmation
822858,2026-08-22,confirmation
823100,2026-08-22,confirmation
823261,2026-08-22,confirmation
823422,2026-08-22,confirmation
823509,2026-08-22,confirmation
823743,2026-08-22,confirmation
823831,2026-08-22,confirmation
823910,2026-08-22,confirmation
824073,2026-08-22,confirmation
824151,2026-08-22,confirmation
824316,2026-08-22,confirmation
824560,2026-08-22,confirmation
824718,2026-08-22,confirmation
824798,2026-08-22,confirmation
825044,2026-08-22,confirmation
822856,2026-08-23,confirmation
823099,2026-08-23,confirmation
823258,2026-08-23,confirmation
823421,2026-08-23,confirmation
823507,2026-08-23,confirmation
823827,2026-08-23,confirmation
823909,2026-08-23,confirmation
824071,2026-08-23,confirmation
824150,2026-08-23,confirmation
824315,2026-08-23,confirmation
824558,2026-08-23,confirmation
824720,2026-08-23,confirmation
824799,2026-08-23,confirmation
825043,2026-08-23,confirmation
822695,2026-08-24,confirmation
823097,2026-08-24,confirmation
823183,2026-08-24,confirmation
823260,2026-08-24,confirmation
823828,2026-08-24,confirmation
823992,2026-08-24,confirmation
824235,2026-08-24,confirmation
824557,2026-08-24,confirmation
824964,2026-08-24,confirmation
825041,2026-08-24,confirmation
822693,2026-08-25,confirmation
822773,2026-08-25,confirmation
823016,2026-08-25,confirmation
823098,2026-08-25,confirmation
823181,2026-08-25,confirmation
823259,2026-08-25,confirmation
823505,2026-08-25,confirmation
823585,2026-08-25,confirmation
823826,2026-08-25,confirmation
823989,2026-08-25,confirmation
824233,2026-08-25,confirmation
824556,2026-08-25,confirmation
824881,2026-08-25,confirmation
824962,2026-08-25,confirmation
825042,2026-08-25,confirmation
